TAIR Accession	Locus	Gene Model	Gene Type	Description	Other Name(Type)	Keywords	Is full length cDNA
Gene:2012231	AT1G49580	AT1G49580.1	protein_coding	Calcium-dependent protein kinase (CDPK) family protein;(source:Araport11)		 nucleus, plasma membrane, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, abscisic acid-activated signaling pathway, calcium-dependent protein serine/threonine kinase activity, calmodulin binding, calmodulin-dependent protein kinase activity, carpel, cauline leaf, cell-to-cell mobile RNA, collective leaf structure, cotyledon, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, intracellular signal transduction, leaf apex, leaf lamina base, mature plant embryo stage, metal ion binding, nucleus, peptidyl-serine phosphorylation, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, protein autophosphorylation, root, seed, sepal, shoot apex, shoot system, stamen, vascular leaf, vascular leaf senescent stage	true
Gene:2009070	AT1G34110	AT1G34110.1	protein_coding	Leucine-rich receptor-like protein kinase family protein;(source:Araport11)	RGF1 INSENSITIVE 5; RGI5	 plasma membrane, ATP binding, carpel, collective leaf structure, flower, flower pedicel, flowering stage, guard cell, hypocotyl, integral component of membrane, mature plant embryo stage, petal, petal differentiation and expansion stage, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plasma membrane, protein binding, protein phosphorylation, protein serine/threonine kinase activity, regulation of root meristem growth, root, seed, sepal, shoot apex, vascular leaf	false
Gene:2059702	AT2G01820	AT2G01820.1	protein_coding	Leucine-rich repeat protein kinase family protein;(source:Araport11)		 plasma membrane, plasmodesma, cultured plant cell, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, cultured plant cell, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, integral component of membrane, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant-type cell wall, plasma membrane, plasmodesma, pollen, pollen development, protein binding, protein phosphorylation, root, seed, sepal, shoot apex, shoot system, stamen, transmembrane receptor protein serine/threonine kinase activity, vascular leaf, vascular leaf senescent stage	false
Gene:2061465	AT2G23950	AT2G23950.1	protein_coding	Encodes an LLR receptor kinase that is expressed in protophloem and is required for CLE peptide sensing in roots. One of a group of LRR-RLKs, designated as CLAVATA3 INSENSITIVE RECEPTOR KINASES (CIKs), that acts as a co-regulator and has essential roles in regulating CLV3-mediated stem cell homeostasis.	CIK2; CLAVATA3 INSENSITIVE RECEPTOR KINASE 2; CLE-RESISTANT RECEPTOR KINASE; CLERK	 extracellular region, ATP binding, anther development, cellular response to peptide, coreceptor activity, extracellular region, flower, guard cell, homeostasis of number of meristem cells, hypocotyl, integral component of membrane, kinase activity, petal differentiation and expansion stage, phosphorylation, plasma membrane, protein binding, protein phosphorylation, protein serine/threonine kinase activity, protophloem, transmembrane receptor protein serine/threonine kinase activity	false
Gene:2055551	AT2G45080	AT2G45080.1	protein_coding	cyclin p3;(source:Araport11)	CYCLIN P3;1; CYCP3;1	 cytoplasm, carpel, cell cycle, cell division, collective leaf structure, cytoplasm, flower, flower pedicel, flowering stage, hypocotyl, inflorescence meristem, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, protein kinase binding, regulation of cyclin-dependent protein serine/threonine kinase activity, root, seed, sepal, shoot apex, vascular leaf, vascular leaf senescent stage	true
Gene:2091442	AT3G27580	AT3G27580.1	protein_coding	D6PK family kinase involved in pulse-induced phototropism but also for time-dependent second positive phototropism, and continuous light-induced hypocotyl phototropism.D6PKL3 is polarly localized within the plasma membrane. It is involved in pollen aperture formation. The protein is localized within distinct regions of the pollen plasma membrane and mutants are also defective in pollen aperture formation.	ATPK7; D6 PROTEIN KINASE LIKE 3; D6PKL3	 chloroplast, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, auxin-activated signaling pathway, basipetal auxin transport, carpel, cauline leaf, chloroplast, collective leaf structure, cotyledon, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, kinase activity, leaf apex, leaf lamina base, mature plant embryo stage, microsporocyte, nucleus, petal, petal differentiation and expansion stage, petiole, phototropism, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, plasma membrane region, pollen, pollen aperture formation, pollen development, protein binding, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, root, seed, sepal, shoot apex, shoot system, stamen, tetrad of microspores, vascular leaf, vascular leaf senescent stage	true
Gene:2121695	AT4G23280	AT4G23280.1	protein_coding	Encodes a cysteine-rich receptor-like protein kinase.	CRK20; CYSTEINE-RICH RLK (RECEPTOR-LIKE PROTEIN KINASE) 20	 chloroplast, extracellular region, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, cauline leaf, chloroplast, collective leaf structure, cotyledon, defense response, defense response to bacterium, extracellular region, flower, flowering stage, guard cell, hypocotyl, inflorescence meristem, integral component of membrane, kinase activity, leaf apex, leaf lamina base, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plasma membrane, pollen, programmed cell death, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, response to salicylic acid, root, sepal, shoot apex, stamen, vascular leaf, vascular leaf senescent stage	false
Gene:2125506	AT4G03260	AT4G03260.1	protein_coding	MASP1 overexpression promotes growth during drought and promotes microtubule stability and recovery after stress as well as microtubule bundling.MASP1 growth promotion and microtubule stabilization activities are dependent upon serine 670 phosphorylation. MASP1 binds microtubules;this activity is not affected by MASP1 phosphorylation status.MASP1 protein levels are induced by drought post-transcriptionally.	MASP1; MICROTUBULE ASSOCIATED STRESS PROTEIN 1	 nucleus, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, cell cortex region, cell-to-cell mobile RNA, collective leaf structure, cotyledon, cytoplasm, drought recovery, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, microtubule binding, microtubule cytoskeleton organization, negative regulation of growth, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasma membrane, pollen, pollen tube cell, protein autophosphorylation, protein binding, protein kinase binding, protein serine/threonine kinase activity, root, seed, sepal, shoot apex, shoot system, stamen, vascular leaf, vascular leaf senescent stage	true
Gene:2127947	AT4G35620	AT4G35620.1	protein_coding	Cyclin B2;(source:Araport11)	CYCB2;2; CYCLIN B2;2	 nucleus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.12 twelve leaves visible stage, cauline leaf, cell division, centrosome, collective leaf structure, cyclin-dependent protein kinase holoenzyme complex, cyclin-dependent protein serine/threonine kinase regulator activity, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, leaf apex, leaf lamina base, mature plant embryo stage, mitotic cell cycle phase transition, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, protein binding, protein kinase activity, protein kinase binding, regulation of cyclin-dependent protein serine/threonine kinase activity, root, seed, sepal, shoot apex, shoot system, vascular leaf, vascular leaf senescent stage	true
Gene:2099008	AT3G58690	AT3G58690.1	protein_coding	Protein kinase superfamily protein;(source:Araport11)		 plasma membrane, cultured plant cell, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, cultured plant cell, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, kinase activity, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasma membrane, protein phosphorylation, root, seed, sepal, shoot apex, shoot system, stamen, transmembrane receptor protein serine/threonine kinase activity, vascular leaf, vascular leaf senescent stage	true
Gene:2149039	AT5G16810	AT5G16810.1	protein_coding	Protein kinase superfamily protein;(source:Araport11)		 ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, chloroplast, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, protein kinase activity, protein phosphorylation, seed, sepal, shoot apex, shoot system, stamen, vascular leaf, vascular leaf senescent stage	true
Gene:2130513	AT4G16360	AT4G16360.1	protein_coding	Component of the regulatory subunit of SNF1-related protein kinase. As part of the regulatory complex it binds maltose which promotes kinase activity.	KIN&#946;2	 cytoplasm, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carbohydrate metabolic process, carpel, cauline leaf, chloroplast, collective leaf structure, cotyledon, cytoplasm, fatty acid biosynthetic process, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nitrate assimilation, nucleotide-activated protein kinase complex, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, protein binding, protein kinase regulator activity, regulation of protein kinase activity, root, seed, sepal, shoot apex, shoot system, stamen, vascular leaf, vascular leaf senescent stage	true
